id,py,px,ny,nx,anchor_dir,anchor_val
7006083,16.6875,42.75,-1.2513320580394232,-8.050000000000006,,0
7006102,56.50572499999998,51.41595,3.9843750000000147,0.6159499999999933,,0
7006112,54.90259999999998,46.4566,2.4887000000000166,-4.343399999999999,,0
7006153,10.84839999999999,54.60999999999999,29.436,3.8099999999999903,,0
7006157,21.524999999999974,52.578,-2.4122948447874597,1.7779999999999982,,0
7006158,53.99284032052026,53.467000000000056,2.1411596794797467,2.6669999999999474,,0
7006188,-20.500412582256534,53.50251691165863,76.70544640557381,2.7025169116586394,,0
7006189,-20.662929493915165,53.339999999999996,76.54292949391517,2.5400000000000076,,0
7006190,-20.66292949391517,53.339999999999996,76.54292949391517,2.540000000000004,,0
7006191,-20.027929493915167,53.974999999999994,77.17792949391516,3.1750000000000114,,0
7006192,-20.027929493915167,53.974999999999994,77.17792949391516,3.1750000000000114,,0
7006263,28.999999999999993,49.8,-0.9374999999999961,-0.9999999999999868,,0
7006266,26.99999999999999,44.775000000000006,-0.9374999999999966,-6.025000000000009,,0
7006305,95.42954244111438,85.725,25.220457558885613,34.925,,0
7006306,66.03239434516367,85.72500000000001,-6.100000000000043,34.92500000000001,,0
7006335,14.971822900344268,42.7228,-0.9270999999999953,-7.828978406478472,,0
7006336,14.759699999999748,48.171099999999996,0.7596999999997488,-2.6288999999999962,,0
7006337,7.6830193427151325,38.00475,-0.18992263503141887,-12.79525,,0
7006344,14.759700000000002,48.17109999999999,0.7850999999999935,-2.6289000000000033,,0
7006345,16.6919,42.72104689407805,-1.3789304580393689,-8.077199999999992,,0
7006346,5.464999999999971,48.171099999999996,9.918029408921809,-2.6289000000000033,,0
7006347,27.560544230769256,12.560544230769219,88.40474999999999,12.337070692090977,,0
7006355,64.4314,51.9049,1.0624999999999993,1.104899999999992,,0
7006356,55.51219999999998,46.7995,2.4887000000000215,-4.000500000000004,,0
7006378,22.937500000000004,48.1711,-7.418100000000006,-2.628899999999993,,0
7006402,33.006,40.3098,26.430000000000003,-10.490199999999993,,0
7006403,30.961999999999993,50.54600000000001,8.000000000000002,-0.25399999999999723,,0
7006407,7.345050000000009,35.47744999999999,2.445049999999994,-15.322549999999996,,0
7006408,5.925999999999993,38.54469915973733,3.9260000000000197,-12.445999999999996,,0
7006415,7.350000000000008,38.00475,5.449999999999996,-12.795249999999994,,0
7006439,21.65000000000001,24.899999999999995,66.69999999999999,24.9,,0
7006440,21.650000000000002,24.899999999999988,66.69999999999999,24.899999999999995,,0
7006452,14.759699999999748,48.171099999999996,0.7596999999997488,-2.6288999999999962,,0
7006453,38.83522966437267,51.434999999999995,3.9284296643726764,0.6350000000000036,,0
8001015,51.54469999999985,44.70400000000011,104.94469999999994,44.70399999999996,,0
8001060,66.75999999999998,50.03799999999994,128.82000000000002,50.03799999999998,,0
8001074,12.7,80.61503403385709,12.7,29.5656,,0
8001075,12.38149999999999,82.55000000000001,12.631499999999985,31.749999999999986,,0
8001076,31.199999999999992,81.9912,-5.799999999999912,31.191200000000016,,0
8001078,26.76499999999996,98.71672881721678,-1.3649999999999824,47.9167288172168,,0
8001128,54.62499999999999,87.44828170535912,-10.174999999999997,36.648281705359366,,0
8001142,54.62499999999999,87.44828170535911,-10.174999999999999,36.648281705359366,,0
9078-101,86.86799999999995,44.70399999999998,79.248,44.70399999999999,,0
M9BD10MBR-L,19.137400000000028,44.55062129900915,-4.862600000000026,-6.249378700990849,,0
